BatchNo,AreaPattern,Count
波次8,"(6, 4, 6, 8, 11)",1.0
波次8,"(6, 1, 2, 4, 5, 11)",3.0
波次8,"(6, 1, 3, 9, 11, 12)",2.0
波次8,"(6, 1, 3, 11, 17)",3.0
波次8,"(6, 2, 3, 4, 8, 17)",2.0
波次8,"(6, 1, 2, 4, 6, 12)",4.0
波次8,"(6, 1, 2, 14)",4.0
波次8,"(6, 1, 3, 4, 6, 8)",1.0
波次8,"(6, 1, 3, 6, 17)",4.0
波次8,"(6, 2, 4, 6, 8, 12)",1.0
波次8,"(6, 2, 8, 9, 17)",2.0
波次8,"(6, 1, 6, 9, 11, 12)",1.0
波次8,"(6, 2, 9, 11, 12)",1.0
波次8,"(6, 2, 3, 9, 12, 17)",1.0
波次8,"(6, 1, 2, 4, 6, 17)",4.0
波次8,"(6, 2, 3, 9, 11, 14, 17)",2.0
波次8,"(6, 1, 6, 14)",5.0
波次8,"(6, 1, 2, 5, 6, 14)",3.0
波次8,"(6, 1, 2, 3, 12)",2.0
波次8,"(6, 2, 3, 11, 12, 14)",3.0
波次8,"(6, 5, 6, 7, 12, 17)",1.0
波次8,"(6, 1, 4, 6, 9, 14)",2.0
波次8,"(6, 1, 2, 4, 9, 11)",2.0
波次8,"(6, 2, 4, 8, 9, 17)",3.0
波次8,"(6, 6, 8, 11, 12)",1.0
波次8,"(6, 1, 7, 9, 11, 17)",2.0
波次8,"(6, 1, 2, 6, 9)",4.0
波次8,"(6, 2, 3, 4, 6, 11)",1.0
波次8,"(6, 1, 9, 11, 13)",1.0
波次8,"(6, 1, 6, 8, 17)",1.0
波次8,"(6, 1, 6, 14, 17)",2.0
波次8,"(6, 1, 2, 6, 17)",7.0
波次8,"(6, 1, 6, 11, 12)",2.0
波次8,"(6, 1, 3, 11, 12, 17)",3.0
波次8,"(6, 1, 2, 6, 9, 11)",1.0
波次8,"(6, 4, 6, 8, 11, 12)",1.0
波次8,"(6, 1, 5, 6, 7, 17)",2.0
波次8,"(6, 1, 3, 11)",2.0
波次8,"(6, 1, 2, 6, 11, 17)",3.0
波次8,"(6, 2, 3, 11, 14, 17)",1.0
波次8,"(6, 1, 3, 4, 11)",4.0
波次8,"(6, 1, 6, 11, 12, 17)",4.0
波次8,"(6, 4, 11, 12, 13, 14)",2.0
波次8,"(6, 4, 6, 11, 12, 17)",1.0
波次8,"(6, 2, 11, 12, 14, 17)",1.0
波次8,"(6, 1, 6, 8, 9)",1.0
波次8,"(6, 9, 11, 12, 14)",3.0
波次8,"(6, 1, 6, 11)",10.0
波次8,"(6, 1, 6, 8, 12, 14)",1.0
波次8,"(6, 1, 3, 9, 13)",2.0
波次8,"(6, 1, 6, 8, 11, 12, 17)",1.0
波次8,"(6, 2, 3, 6, 11, 12)",1.0
波次8,"(6, 1, 3, 6, 8, 11)",2.0
波次8,"(6, 5, 6, 9, 12)",1.0
波次8,"(6, 2, 4, 11, 13, 17)",2.0
波次8,"(6, 5, 6, 9, 12, 17)",1.0
波次8,"(6, 6, 11, 14, 17)",2.0
波次8,"(6, 4, 7, 8, 12, 17)",1.0
波次8,"(6, 1, 2, 6, 9, 17)",2.0
波次8,"(6, 1, 2, 5, 9, 12)",2.0
波次8,"(6, 3, 4, 11, 12, 14)",2.0
波次8,"(6, 2, 4, 9, 11)",1.0
波次8,"(6, 3, 7, 8, 11, 12, 13)",1.0
波次8,"(6, 1, 5, 6, 11)",2.0
波次8,"(6, 2, 4, 6, 11)",4.0
波次8,"(6, 2, 6, 9, 14, 17)",1.0
波次8,"(6, 1, 2, 6, 9, 14)",1.0
波次8,"(6, 2, 4, 9, 11, 17)",2.0
波次8,"(6, 1, 2, 9, 12, 13)",1.0
波次8,"(6, 2, 4, 6, 8, 9)",3.0
波次8,"(6, 4, 6, 9, 11)",1.0
波次8,"(6, 3, 6, 11, 14, 17)",1.0
波次8,"(6, 1, 2, 8, 9)",1.0
波次8,"(6, 3, 8, 11, 12, 14)",3.0
波次8,"(6, 2, 3, 4, 11, 17)",1.0
波次8,"(6, 2, 4, 9, 12, 13)",1.0
波次8,"(6, 3, 5, 11, 12)",2.0
波次8,"(6, 3, 9, 11, 12)",2.0
波次8,"(6, 2, 3, 8, 17)",2.0
波次8,"(6, 4, 8, 11, 12, 14)",1.0
波次8,"(6, 1, 3, 6, 14)",4.0
波次8,"(6, 1, 6, 8, 11)",2.0
波次8,"(6, 1, 2, 3, 6, 13)",3.0
波次8,"(6, 1, 6, 7, 17)",2.0
波次8,"(6, 1, 2, 3, 4, 8, 11)",1.0
波次8,"(6, 3, 9, 11, 12, 17)",2.0
波次8,"(6, 8, 11, 12, 14, 17)",2.0
波次8,"(6, 1, 3, 9, 14)",2.0
波次8,"(6, 2, 4, 9, 14)",1.0
波次8,"(6, 1, 2, 6, 8, 11, 12)",1.0
波次8,"(6, 1, 6, 9, 13, 17)",2.0
波次8,"(6, 1, 3, 5, 6, 14)",2.0
波次8,"(6, 1, 2, 5, 6)",2.0
波次8,"(6, 2, 3, 4, 12, 17)",3.0
波次8,"(6, 2, 4, 9, 13)",1.0
波次8,"(6, 2, 6, 8, 12)",1.0
波次8,"(6, 1, 6, 8, 11, 12)",1.0
波次8,"(6, 1, 3, 9, 11, 12, 14)",1.0
波次8,"(6, 4, 6, 11, 17)",1.0
波次8,"(6, 1, 3, 8, 14)",1.0
波次8,"(6, 1, 4, 7, 9, 11)",1.0
波次8,"(6, 1, 4, 5, 9, 17)",1.0
波次8,"(6, 1, 2, 4, 11)",2.0
波次8,"(6, 3, 4, 9, 11, 17)",2.0
波次8,"(6, 1, 2, 5, 6, 11)",1.0
波次8,"(6, 1, 3, 9, 11)",2.0
波次8,"(6, 4, 8, 9, 11)",1.0
波次8,"(6, 1, 2, 3, 4, 12)",1.0
波次8,"(6, 2, 9, 14, 17)",2.0
波次8,"(6, 1, 2, 9, 11, 17)",1.0
波次8,"(6, 1, 2, 3, 9, 17)",1.0
波次8,"(6, 6, 8, 11, 12, 14)",1.0
波次8,"(6, 2, 4, 6, 11, 17)",1.0
波次8,"(6, 1, 4, 6, 13, 14)",2.0
波次8,"(6, 1, 2, 6, 12)",5.0
波次8,"(6, 4, 6, 11, 12, 13)",1.0
波次8,"(6, 1, 2, 6, 9, 12)",1.0
波次8,"(6, 2, 4, 6, 7, 9, 17)",1.0
波次8,"(6, 1, 6, 9, 11)",1.0
波次8,"(6, 1, 2, 7, 9)",1.0
波次8,"(6, 1, 3, 7, 11, 12, 17)",1.0
波次8,"(6, 1, 2, 6, 8)",5.0
波次8,"(6, 1, 3, 4, 6, 12, 14)",1.0
波次8,"(6, 1, 3, 4, 6, 11, 12)",1.0
波次8,"(6, 4, 6, 11)",1.0
波次8,"(6, 1, 4, 9, 14, 17)",2.0
波次8,"(6, 1, 2, 3, 9)",2.0
波次8,"(6, 1, 2, 4, 6, 8)",2.0
波次8,"(6, 2, 3, 4, 6, 14)",1.0
波次8,"(6, 1, 3, 6, 11, 17)",2.0
波次8,"(6, 1, 2, 3)",4.0
波次8,"(6, 1, 2, 3, 7, 12)",1.0
波次8,"(6, 1, 3, 4, 6, 12)",1.0
波次8,"(6, 3, 6, 8, 14, 17)",2.0
波次8,"(6, 1, 3, 6, 11, 12)",1.0
波次8,"(6, 4, 5, 8, 11, 12)",2.0
波次8,"(6, 6, 11, 12)",1.0
波次8,"(6, 1, 6, 8, 9, 11)",1.0
波次8,"(6, 4, 7, 8, 9, 12)",2.0
波次8,"(6, 1, 8, 11, 14, 17)",3.0
波次8,"(6, 1, 4, 6, 11, 13)",1.0
波次8,"(6, 1, 2, 3, 4, 14)",2.0
波次8,"(6, 2, 3, 4, 8, 12)",1.0
波次8,"(6, 1, 8, 9, 12, 14)",1.0
波次8,"(6, 2, 6, 11, 14, 17)",1.0
波次8,"(6, 1, 4, 9, 11, 14)",1.0
波次8,"(6, 4, 5, 9, 12, 14, 17)",1.0
波次8,"(6, 2, 3, 9, 17)",1.0
波次8,"(6, 3, 4, 12, 13, 14)",2.0
波次8,"(6, 1, 6, 9, 14)",1.0
波次8,"(6, 1, 2, 3, 11, 14)",1.0
波次8,"(6, 2, 3, 8, 14, 17)",1.0
波次8,"(6, 2, 3, 12, 17)",1.0
波次8,"(6, 3, 4, 8, 12, 13)",2.0
波次8,"(6, 2, 4, 11, 17)",1.0
波次8,"(6, 2, 4, 9, 11, 12)",1.0
波次8,"(6, 1, 3, 4, 9, 11)",1.0
波次8,"(6, 3, 6, 12, 17)",1.0
波次8,"(6, 1, 3, 4, 6, 17)",1.0
波次8,"(6, 3, 11, 13, 17)",2.0
波次8,"(6, 2, 9, 12, 14, 17)",1.0
波次8,"(6, 2, 9, 12, 13)",1.0
波次8,"(6, 1, 3, 6, 12, 14)",1.0
波次8,"(6, 1, 2, 4, 6, 9)",1.0
波次8,"(6, 6, 9, 11, 14, 17)",1.0
波次8,"(6, 1, 4, 6, 8, 9)",1.0
波次8,"(6, 1, 2, 4, 5, 6, 12)",1.0
波次8,"(6, 2, 3, 4, 9, 11, 17)",1.0
波次8,"(6, 1, 6, 9, 13)",1.0
波次8,"(6, 1, 2, 6, 8, 11)",1.0
波次8,"(6, 1, 6, 7, 13, 17)",1.0
波次8,"(6, 2, 8, 12, 14, 17)",2.0
波次8,"(6, 1, 2, 6, 9, 13)",1.0
波次8,"(6, 1, 2, 3, 4, 11)",1.0
波次8,"(6, 9, 11, 13, 17)",1.0
波次8,"(6, 3, 4, 9, 14, 17)",1.0
波次8,"(6, 4, 6, 11, 14)",1.0
波次8,"(6, 1, 2, 5, 9)",1.0
波次8,"(6, 1, 2, 11, 12, 13, 14)",1.0
波次8,"(6, 3, 4, 8, 11, 12)",1.0
波次8,"(6, 2, 12, 14, 17)",1.0
波次8,"(6, 1, 2, 5, 13)",1.0
波次8,"(6, 2, 3, 9, 12)",1.0
波次8,"(6, 1, 3, 4, 7, 9)",1.0
波次8,"(6, 3, 4, 7, 11, 12, 13)",1.0
波次8,"(6, 1, 3, 6, 9, 17)",1.0
波次8,"(6, 1, 3, 8, 9, 12)",1.0
波次8,"(6, 1, 2, 3, 4, 5, 6)",1.0
波次8,"(6, 1, 9, 11, 14)",1.0
波次8,"(6, 3, 4, 9, 11)",1.0
波次8,"(6, 1, 3, 6, 11, 14)",1.0
波次8,"(6, 1, 5, 6, 9, 17)",1.0
波次8,"(6, 1, 2, 4, 7, 13)",1.0
波次8,"(6, 3, 4, 6, 12, 17)",1.0
波次8,"(6, 1, 2, 5, 7)",1.0
波次8,"(6, 3, 4, 9, 11, 12)",1.0
波次8,"(6, 3, 13, 17)",1.0
波次8,"(6, 2, 6, 11, 12, 14)",1.0
波次8,"(6, 1, 3, 9, 11, 17)",1.0
波次8,"(6, 1, 2, 4, 7, 8)",1.0
波次8,"(6, 1, 3, 4, 6, 11, 17)",1.0
波次8,"(6, 2, 4, 6, 9, 12)",1.0
波次8,"(6, 1, 5, 6, 9)",1.0
波次8,"(6, 2, 3, 6, 9, 17)",1.0
波次8,"(6, 1, 3, 8, 9, 17)",1.0
波次8,"(6, 2, 6, 8, 12, 17)",1.0
波次8,"(6, 2, 6, 8, 11, 17)",1.0
波次8,"(6, 2, 3, 7, 8, 17)",1.0
波次8,"(6, 2, 4, 6, 9, 17)",1.0
波次8,"(6, 2, 3, 4, 9, 12)",1.0
波次8,"(6, 2, 3, 4, 13)",1.0
波次8,"(6, 3, 4, 5, 8, 12)",1.0
波次8,"(6, 3, 8, 9, 17)",1.0
波次8,"(6, 1, 3, 9, 14, 17)",1.0
波次9,"(8, 2, 6, 9, 12, 13, 16, 21, 22)",1.0
波次9,"(8, 9, 14, 15, 16, 17, 19, 22)",1.0
波次9,"(8, 5, 7, 12, 13, 16, 18, 22)",1.0
波次9,"(8, 1, 5, 10, 12, 14, 15, 16, 19)",1.0
波次9,"(8, 1, 2, 6, 15, 17, 19, 20)",1.0
波次9,"(8, 2, 3, 9, 10, 12, 15, 17, 19)",1.0
波次9,"(8, 4, 10, 13, 14, 15, 16, 19)",1.0
波次9,"(8, 2, 6, 11, 14, 16, 17, 22)",1.0
波次9,"(8, 1, 7, 10, 11, 16, 17, 19)",1.0
波次9,"(8, 3, 4, 8, 15, 16, 19, 20)",1.0
波次9,"(8, 1, 4, 9, 10, 13, 15, 16, 19)",1.0
波次9,"(8, 2, 7, 10, 11, 12, 14, 15, 19)",1.0
波次9,"(8, 4, 6, 8, 11, 16, 17, 19, 20)",1.0
波次9,"(8, 1, 2, 5, 9, 11, 12, 16, 22)",1.0
波次9,"(8, 1, 6, 16, 22)",1.0
波次9,"(8, 2, 7, 12, 13, 15, 16, 19, 21)",1.0
波次9,"(8, 1, 5, 9, 12, 16, 17, 22)",1.0
波次9,"(8, 1, 6, 7, 12, 15, 17, 19, 22)",1.0
波次9,"(8, 3, 5, 9, 12, 15, 19, 21)",1.0
波次9,"(8, 1, 5, 6, 12, 15, 22)",1.0
波次9,"(8, 3, 5, 12, 14, 15, 16, 22)",1.0
波次9,"(8, 5, 7, 12, 13, 16, 22)",1.0
波次9,"(8, 1, 6, 7, 10, 15, 16, 17, 19)",1.0
波次9,"(8, 1, 4, 6, 16, 17, 22)",1.0
波次9,"(8, 1, 2, 5, 9, 12, 15, 18, 19)",1.0
波次9,"(8, 1, 4, 7, 8, 10, 12, 15, 19)",1.0
波次9,"(6, 4, 7, 10, 15, 16)",1.0
波次9,"(6, 4, 8, 11, 15, 17, 21)",1.0
波次9,"(6, 1, 4, 5, 6, 16, 18)",1.0
波次9,"(6, 3, 7, 10, 16, 17, 22)",1.0
波次9,"(6, 1, 4, 10, 11, 13, 16)",1.0
波次9,"(6, 9, 10, 12, 15, 16)",1.0
波次9,"(6, 5, 12, 14, 16, 17, 21)",1.0
波次9,"(6, 1, 11, 12, 16, 18)",1.0
波次9,"(6, 3, 4, 9, 10, 12, 16)",1.0
波次9,"(6, 1, 4, 6, 16, 18)",1.0
波次9,"(6, 1, 3, 8, 9, 16, 18)",1.0
波次9,"(6, 4, 8, 10, 15, 17)",1.0
波次9,"(6, 4, 9, 10, 12, 15, 17)",1.0
波次9,"(6, 9, 13, 14, 16, 17, 20)",1.0
波次9,"(6, 3, 7, 11, 16, 17, 18)",1.0
波次9,"(6, 5, 8, 15, 17, 22)",1.0
波次9,"(6, 6, 11, 14, 16, 17, 21)",1.0
波次9,"(6, 4, 15, 16, 17, 19, 20)",1.0
波次9,"(6, 1, 3, 6, 12, 15, 21)",1.0
波次9,"(6, 1, 4, 16, 19, 21)",1.0
波次9,"(6, 8, 10, 16, 17)",1.0
波次9,"(6, 3, 4, 7, 10, 16, 21)",1.0
波次9,"(6, 1, 4, 6, 10, 16, 17)",1.0
波次9,"(6, 1, 2, 13, 15, 16, 22)",1.0
波次9,"(6, 1, 2, 3, 10, 11, 16)",1.0
波次9,"(6, 5, 6, 8, 16, 17, 20)",1.0
波次9,"(6, 3, 4, 6, 7, 15, 18)",1.0
波次9,"(6, 5, 8, 12, 14, 15, 18)",1.0
波次9,"(6, 4, 9, 10, 13, 16)",1.0
波次9,"(6, 1, 2, 6, 11, 15, 20)",1.0
波次9,"(6, 1, 4, 6, 8, 10, 15)",1.0
波次9,"(6, 3, 8, 10, 11, 16, 17)",1.0
波次9,"(6, 4, 5, 8, 16, 17, 18)",1.0
波次9,"(6, 7, 11, 15, 16, 17, 22)",1.0
波次9,"(6, 1, 3, 14, 16, 22)",1.0
波次9,"(6, 1, 3, 6, 11, 16, 20)",1.0
波次9,"(6, 5, 11, 12, 16, 17, 21)",1.0
波次9,"(6, 6, 14, 15, 16, 17, 18)",1.0
波次9,"(6, 4, 10, 11, 12, 14, 16)",1.0
波次9,"(6, 1, 10, 11, 13, 16, 17)",1.0
波次9,"(6, 5, 8, 10, 16, 17)",1.0
波次9,"(6, 1, 4, 6, 10, 16)",1.0
波次9,"(6, 6, 7, 15, 17, 21)",1.0
波次9,"(6, 1, 2, 8, 16, 22)",1.0
波次9,"(6, 1, 2, 7, 10, 16, 17)",1.0
波次9,"(6, 3, 9, 10, 12, 16)",1.0
波次9,"(6, 4, 5, 10, 14, 15, 16)",2.0
波次9,"(6, 1, 2, 10, 15)",1.0
波次9,"(6, 4, 8, 9, 15, 16, 21)",1.0
波次9,"(6, 9, 10, 11, 12, 15, 21)",1.0
波次9,"(6, 7, 12, 16, 17, 18)",1.0
波次9,"(6, 3, 8, 12, 13, 16, 20)",1.0
波次9,"(6, 4, 8, 11, 16, 17, 21)",1.0
波次9,"(6, 1, 3, 14, 15, 16, 18)",1.0
波次9,"(6, 6, 9, 10, 12, 13, 16)",1.0
波次9,"(6, 4, 13, 14, 16, 18)",1.0
波次9,"(6, 3, 4, 8, 12, 15, 20)",1.0
波次9,"(6, 4, 5, 12, 13, 15, 18)",1.0
波次9,"(6, 1, 11, 13, 16, 22)",1.0
波次9,"(6, 6, 12, 14, 15, 18)",1.0
波次9,"(6, 5, 7, 10, 12, 16)",1.0
波次9,"(6, 7, 10, 16, 17, 22)",1.0
波次9,"(6, 1, 2, 3, 16, 21)",1.0
波次9,"(6, 7, 8, 10, 12, 13, 15)",1.0
波次9,"(6, 7, 8, 10, 12, 16, 17)",1.0
波次9,"(6, 1, 3, 8, 14, 16, 20)",1.0
波次9,"(6, 4, 9, 11, 15, 18)",1.0
波次9,"(6, 1, 4, 8, 14, 16, 18)",1.0
波次9,"(6, 1, 2, 11, 15, 20)",1.0
波次9,"(6, 4, 9, 16, 18)",2.0
波次9,"(6, 4, 7, 11, 15, 17, 18)",1.0
波次9,"(6, 3, 4, 10, 14, 16, 17)",1.0
波次9,"(6, 3, 4, 7, 16, 17, 18)",1.0
波次9,"(6, 4, 7, 10, 13, 16)",1.0
波次9,"(6, 1, 3, 4, 13, 16, 18)",1.0
波次9,"(6, 3, 6, 11, 16, 17, 18)",1.0
波次9,"(6, 4, 5, 6, 15, 20)",1.0
波次9,"(6, 6, 8, 10, 11, 12, 15)",1.0
波次9,"(6, 1, 4, 9, 10, 16)",1.0
波次9,"(6, 3, 4, 7, 10, 15)",1.0
波次9,"(6, 1, 10, 14, 15, 17)",1.0
波次9,"(6, 5, 11, 15, 16, 17, 21)",1.0
波次9,"(6, 1, 11, 15, 16, 17, 18)",1.0
波次9,"(6, 1, 11, 16, 18)",1.0
波次9,"(6, 1, 10, 11, 12, 15, 17)",1.0
波次9,"(6, 4, 7, 12, 16, 18)",1.0
波次9,"(6, 3, 4, 11, 12, 16, 21)",1.0
波次9,"(6, 4, 11, 16, 17, 18)",2.0
波次9,"(6, 6, 7, 12, 15, 17, 18)",1.0
波次9,"(6, 8, 9, 12, 16, 17, 22)",1.0
波次9,"(6, 4, 15, 17, 18, 19)",1.0
波次9,"(6, 5, 8, 12, 15, 18)",1.0
波次9,"(6, 9, 13, 14, 16, 17, 21)",1.0
波次9,"(6, 1, 2, 4, 5, 16, 18)",1.0
波次9,"(6, 3, 5, 12, 14, 16, 18)",1.0
波次9,"(6, 7, 8, 9, 12, 16, 18)",1.0
波次9,"(6, 8, 9, 16, 17, 21)",1.0
波次9,"(6, 1, 2, 15, 22)",1.0
波次9,"(6, 4, 8, 9, 13, 16, 18)",1.0
波次9,"(6, 9, 13, 15, 17, 18)",1.0
波次9,"(6, 4, 7, 11, 14, 15, 18)",1.0
波次9,"(6, 4, 6, 11, 16, 17, 18)",1.0
波次9,"(6, 1, 2, 10, 13, 15)",1.0
波次9,"(6, 3, 7, 9, 10, 16, 17)",1.0
波次9,"(6, 4, 7, 12, 15, 17, 18)",1.0
波次9,"(6, 1, 4, 10, 13, 15, 16)",1.0
波次9,"(6, 1, 11, 14, 15, 16, 20)",1.0
波次9,"(6, 4, 12, 13, 15, 18)",1.0
波次9,"(6, 4, 11, 15, 16, 17, 20)",1.0
波次9,"(6, 1, 4, 10, 14, 16, 18)",1.0
波次9,"(6, 4, 5, 10, 13, 16)",2.0
波次9,"(6, 3, 5, 10, 14, 16, 17)",1.0
波次9,"(6, 4, 7, 10, 12, 16)",1.0
波次9,"(6, 4, 9, 15, 17, 18)",1.0
波次9,"(6, 8, 10, 12, 16, 17)",1.0
波次9,"(6, 4, 10, 11, 15, 16, 17)",1.0
波次9,"(6, 9, 10, 16, 17, 21)",1.0
波次9,"(6, 4, 7, 10, 13, 15, 16)",1.0
波次9,"(6, 8, 9, 10, 11, 12, 16)",1.0
波次9,"(6, 4, 9, 10, 16, 17, 21)",1.0
波次9,"(6, 3, 4, 6, 10, 16)",1.0
波次9,"(6, 3, 4, 15, 17, 20)",1.0
波次9,"(6, 4, 9, 11, 15, 17, 18)",1.0
波次9,"(6, 1, 4, 6, 14, 15, 18)",1.0
波次9,"(6, 3, 4, 10, 16, 18)",1.0
波次9,"(6, 9, 12, 13, 14, 15, 20)",1.0
波次9,"(6, 3, 4, 14, 16, 20)",1.0
波次9,"(6, 3, 8, 10, 12, 13, 16)",1.0
波次9,"(6, 3, 4, 7, 16, 17, 21)",1.0
波次9,"(6, 3, 4, 16, 21)",1.0
波次9,"(6, 1, 3, 6, 10, 16)",1.0
波次9,"(6, 1, 2, 12, 16, 18)",1.0
波次9,"(6, 1, 2, 3, 10, 13, 15)",1.0
波次9,"(6, 3, 4, 5, 10, 15, 17)",1.0
波次9,"(6, 1, 2, 4, 10, 12, 16)",1.0
波次9,"(6, 5, 7, 13, 15, 17, 20)",1.0
波次9,"(6, 4, 5, 7, 10, 14, 15)",1.0
波次9,"(6, 4, 14, 16, 18)",1.0
波次9,"(6, 7, 10, 15, 17, 19, 20)",1.0
波次9,"(6, 3, 9, 16, 17, 21)",1.0
波次9,"(6, 4, 12, 14, 15, 18)",1.0
波次9,"(6, 8, 12, 15, 17, 18)",1.0
波次9,"(6, 4, 10, 13, 15, 16)",1.0
波次9,"(6, 4, 5, 7, 12, 15, 18)",1.0
波次9,"(6, 3, 5, 12, 15, 21)",1.0
波次9,"(6, 4, 5, 12, 16, 17, 21)",1.0
波次9,"(6, 5, 7, 11, 12, 16, 21)",1.0
波次9,"(6, 4, 5, 8, 15, 17, 21)",1.0
波次9,"(6, 3, 8, 9, 15, 17, 18)",1.0
波次9,"(6, 1, 4, 5, 8, 10, 16)",1.0
波次9,"(6, 7, 10, 11, 12, 15)",1.0
波次9,"(6, 7, 9, 10, 12, 15, 16)",1.0
波次9,"(6, 4, 11, 13, 14, 15, 18)",1.0
波次9,"(6, 4, 6, 11, 15, 18)",1.0
波次9,"(6, 5, 6, 8, 10, 12, 16)",1.0
波次9,"(6, 7, 10, 13, 16, 17)",1.0
波次9,"(6, 7, 9, 12, 13, 16, 18)",1.0
波次9,"(6, 7, 8, 10, 16, 17)",1.0
波次9,"(6, 4, 9, 12, 16, 18)",1.0
波次9,"(6, 1, 4, 5, 15, 17, 18)",1.0
波次9,"(6, 1, 3, 12, 15, 21)",1.0
波次9,"(6, 8, 11, 12, 16, 17, 18)",1.0
波次9,"(6, 1, 3, 10, 11, 16)",1.0
波次9,"(6, 7, 12, 14, 15, 18, 21)",1.0
波次9,"(6, 4, 10, 11, 14, 16)",1.0
波次9,"(6, 3, 4, 6, 10, 15, 22)",1.0
波次9,"(6, 9, 11, 16, 17, 20)",1.0
波次9,"(6, 1, 3, 7, 10, 15)",1.0
波次9,"(6, 9, 10, 11, 12, 16)",1.0
波次9,"(6, 1, 2, 8, 10, 16, 17)",1.0
波次9,"(6, 3, 5, 10, 13, 15, 17)",1.0
波次9,"(6, 1, 2, 12, 16, 17, 18)",1.0
波次9,"(6, 3, 6, 10, 11, 12, 15)",1.0
波次9,"(6, 1, 2, 5, 16, 17, 22)",1.0
波次9,"(6, 6, 12, 14, 15, 17, 21)",1.0
波次9,"(6, 4, 8, 10, 14, 16)",1.0
波次9,"(6, 4, 7, 13, 16, 21)",1.0
波次9,"(6, 1, 14, 16, 17, 18)",1.0
波次9,"(6, 1, 4, 11, 13, 15, 18)",1.0
波次9,"(6, 4, 7, 8, 12, 15, 21)",1.0
波次9,"(6, 3, 5, 10, 12, 16, 19)",1.0
波次9,"(6, 3, 9, 10, 13, 16, 17)",1.0
波次9,"(6, 1, 2, 12, 16, 21)",1.0
波次9,"(6, 3, 4, 7, 8, 16, 21)",1.0
波次9,"(6, 4, 7, 16, 18)",1.0
波次9,"(5, 3, 5, 10, 16, 17)",2.0
波次9,"(5, 3, 10, 12, 16, 17)",2.0
波次9,"(5, 4, 9, 15, 18)",1.0
波次9,"(5, 7, 16, 17, 18)",1.0
波次9,"(5, 1, 2, 10, 16)",2.0
波次9,"(5, 4, 8, 16, 17, 22)",1.0
波次9,"(5, 3, 10, 11, 12, 15)",1.0
波次9,"(5, 3, 10, 11, 12, 16)",2.0
波次9,"(5, 2, 9, 12, 16, 18)",1.0
波次9,"(5, 3, 4, 7, 15, 20)",1.0
波次9,"(5, 2, 3, 4, 15, 18)",1.0
波次9,"(5, 4, 7, 16, 17, 20)",1.0
波次9,"(5, 1, 5, 7, 15, 18)",1.0
波次9,"(5, 4, 10, 11, 12, 15)",1.0
波次9,"(5, 9, 10, 12, 16, 17)",1.0
波次9,"(5, 4, 13, 16, 18)",2.0
波次9,"(5, 3, 9, 10, 12, 16)",1.0
波次9,"(5, 7, 10, 14, 15, 17)",1.0
波次9,"(5, 14, 16, 17, 21)",1.0
波次9,"(5, 2, 8, 12, 16, 21)",1.0
波次9,"(5, 7, 11, 16, 17, 21)",1.0
波次9,"(5, 2, 10, 12, 14, 16)",2.0
波次9,"(5, 4, 10, 12, 13, 16)",1.0
波次9,"(5, 2, 8, 12, 15, 18)",2.0
波次9,"(5, 7, 12, 16, 17, 21)",1.0
波次9,"(5, 3, 12, 15, 17, 21)",1.0
波次9,"(5, 4, 6, 15, 21)",1.0
波次9,"(5, 1, 9, 10, 15, 22)",1.0
波次9,"(5, 10, 11, 12, 14, 16)",1.0
波次9,"(5, 10, 12, 15, 19, 22)",1.0
波次9,"(5, 2, 9, 12, 15, 21)",1.0
波次9,"(5, 4, 8, 10, 11, 15)",1.0
波次9,"(5, 1, 2, 13, 16, 21)",1.0
波次9,"(5, 3, 7, 15, 17, 18)",1.0
波次9,"(5, 6, 10, 13, 16, 17)",1.0
波次9,"(5, 14, 16, 17, 18)",3.0
波次9,"(5, 9, 10, 11, 12, 16)",1.0
波次9,"(5, 3, 15, 16, 17, 18)",1.0
波次9,"(5, 1, 3, 12, 16, 18)",1.0
波次9,"(5, 7, 10, 12, 16)",1.0
波次9,"(5, 1, 4, 6, 16, 20)",1.0
波次9,"(5, 4, 7, 10, 14, 16)",1.0
波次9,"(5, 1, 8, 10, 13, 16)",1.0
波次9,"(5, 4, 9, 14, 15, 21)",1.0
波次9,"(5, 8, 10, 11, 12, 16)",1.0
波次9,"(5, 1, 6, 10, 15, 16)",1.0
波次9,"(5, 4, 10, 12, 14, 15)",1.0
波次9,"(5, 2, 3, 10, 12, 16)",2.0
波次9,"(5, 4, 5, 11, 15, 22)",1.0
波次9,"(5, 5, 10, 16, 17)",2.0
波次9,"(5, 1, 3, 10, 16)",1.0
波次9,"(5, 4, 12, 13, 15, 18)",1.0
波次9,"(5, 4, 9, 14, 16, 18)",1.0
波次9,"(5, 9, 10, 12, 13, 16)",1.0
波次9,"(5, 7, 11, 15, 17, 20)",1.0
波次9,"(5, 12, 13, 15, 16, 22)",1.0
波次9,"(5, 3, 11, 16, 17, 18)",2.0
波次9,"(5, 13, 16, 17, 22)",1.0
波次9,"(5, 3, 9, 15, 17, 22)",1.0
波次9,"(5, 4, 9, 10, 16, 17)",2.0
波次9,"(5, 4, 8, 12, 16, 22)",1.0
波次9,"(5, 1, 2, 7, 16, 18)",1.0
波次9,"(5, 2, 4, 12, 16, 21)",1.0
波次9,"(5, 8, 10, 12, 14, 15)",1.0
波次9,"(5, 2, 3, 15, 17, 18)",1.0
