BatchNo,AreaPattern,Count
波次65,"(10, 1, 2, 3, 4, 6, 9, 15, 19)",1.0
波次65,"(10, 4, 6, 8, 11, 12, 14, 15, 16, 17)",1.0
波次65,"(10, 1, 3, 5, 6, 11, 12, 13, 14, 16)",1.0
波次65,"(10, 5, 6, 9, 13, 14, 15, 17, 19)",1.0
波次65,"(10, 2, 3, 4, 5, 7, 8, 12, 14, 15)",1.0
波次65,"(10, 3, 8, 9, 11, 13, 14, 15, 17, 19)",1.0
波次65,"(10, 3, 6, 8, 9, 12, 13, 14, 15)",1.0
波次65,"(10, 2, 3, 4, 5, 7, 8, 12, 13, 15)",1.0
波次65,"(10, 1, 4, 11, 12, 13, 15, 19)",1.0
波次65,"(10, 2, 5, 11, 13, 15, 17, 19)",1.0
波次65,"(10, 1, 2, 3, 4, 6, 7, 11, 15, 16)",1.0
波次65,"(10, 1, 3, 4, 6, 9, 12, 15, 16, 17)",1.0
波次65,"(10, 1, 5, 6, 8, 11, 12, 16, 19)",1.0
波次65,"(10, 1, 3, 5, 7, 8, 11, 14, 16, 17)",1.0
波次65,"(10, 1, 3, 5, 7, 8, 9, 11, 15)",1.0
波次65,"(10, 1, 3, 6, 8, 11, 12, 16, 19)",1.0
波次65,"(10, 3, 5, 6, 8, 9, 12, 13, 16)",1.0
波次65,"(10, 2, 6, 11, 12, 14, 15, 17, 19)",1.0
波次65,"(10, 1, 4, 8, 9, 12, 13, 15, 17, 19)",1.0
波次65,"(10, 1, 4, 5, 6, 7, 13, 14, 16, 19)",1.0
波次65,"(10, 1, 5, 6, 11, 13, 14, 16, 19)",1.0
波次65,"(10, 1, 3, 4, 5, 6, 7, 8, 15, 16, 17)",1.0
波次65,"(10, 1, 3, 6, 8, 12, 13, 14, 15, 16)",1.0
波次65,"(10, 3, 6, 11, 12, 15, 17, 19)",1.0
波次65,"(10, 1, 2, 3, 4, 5, 7, 11, 13, 15, 17)",1.0
波次65,"(10, 2, 3, 4, 5, 11, 12, 13, 14, 16)",1.0
波次65,"(10, 1, 5, 6, 12, 16, 17, 19)",1.0
波次65,"(10, 1, 3, 4, 8, 12, 15, 19)",1.0
波次65,"(10, 1, 4, 5, 7, 8, 11, 12, 14, 16)",1.0
波次65,"(10, 2, 3, 4, 5, 7, 11, 12, 13, 16)",1.0
波次65,"(10, 2, 3, 4, 8, 9, 11, 13, 16, 17)",1.0
波次65,"(10, 4, 6, 8, 9, 12, 13, 14, 15, 16, 19)",1.0
波次65,"(10, 2, 3, 4, 7, 15, 16, 17, 19)",1.0
波次65,"(10, 1, 2, 5, 6, 7, 8, 14, 16, 17)",1.0
波次65,"(10, 4, 6, 7, 8, 11, 13, 15, 19)",1.0
波次65,"(10, 1, 3, 6, 11, 13, 14, 15, 16, 19)",1.0
波次65,"(10, 1, 5, 6, 7, 14, 15, 16, 17, 19)",1.0
波次65,"(10, 4, 6, 8, 11, 12, 13, 15, 16)",1.0
波次65,"(10, 1, 2, 3, 4, 7, 12, 15, 17, 19)",1.0
波次65,"(10, 1, 2, 3, 4, 7, 11, 12, 13, 15, 17)",1.0
波次65,"(10, 3, 4, 5, 7, 12, 15, 16, 17)",1.0
波次65,"(10, 1, 8, 9, 11, 16, 17, 19)",1.0
波次65,"(10, 1, 4, 6, 11, 12, 14, 16, 17, 19)",1.0
波次65,"(10, 1, 2, 3, 5, 6, 11, 12, 13, 16)",1.0
波次65,"(10, 1, 2, 3, 4, 8, 12, 15, 16, 19)",1.0
波次65,"(10, 6, 7, 11, 12, 13, 15, 16, 17)",1.0
波次65,"(10, 4, 8, 12, 13, 14, 15, 19)",1.0
波次65,"(9, 3, 4, 9, 12, 15, 17, 19)",1.0
波次65,"(9, 2, 11, 12, 13, 15)",1.0
波次65,"(9, 2, 6, 7, 8, 11, 14, 15, 17, 19)",1.0
波次65,"(9, 4, 5, 7, 8, 11, 14, 16, 17)",1.0
波次65,"(9, 1, 4, 5, 7, 8, 12, 14, 15)",1.0
波次65,"(9, 1, 2, 8, 9, 11, 14, 15, 17)",1.0
波次65,"(9, 2, 3, 5, 7, 11, 12, 16, 17)",1.0
波次65,"(9, 1, 4, 6, 8, 9, 11, 12, 13, 15)",1.0
波次65,"(9, 2, 8, 9, 12, 14, 16, 17, 19)",1.0
波次65,"(9, 2, 5, 7, 11, 12, 13, 15, 17)",1.0
波次65,"(9, 1, 6, 8, 11, 16, 17, 19)",1.0
波次65,"(9, 5, 9, 11, 12, 13, 14, 16, 17)",1.0
波次65,"(9, 1, 2, 4, 5, 6, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 2, 4, 13, 15, 19)",1.0
波次65,"(9, 3, 4, 6, 11, 12, 14, 15, 16, 19)",1.0
波次65,"(9, 1, 5, 6, 15, 19)",1.0
波次65,"(9, 1, 4, 6, 13, 16, 17, 19)",1.0
波次65,"(9, 2, 6, 8, 9, 12, 14, 15, 17)",1.0
波次65,"(9, 1, 2, 7, 8, 11, 14, 15, 17)",1.0
波次65,"(9, 4, 12, 13, 14, 16, 17, 19)",1.0
波次65,"(9, 1, 2, 7, 9, 11, 13, 15, 16, 17)",1.0
波次65,"(9, 2, 5, 7, 8, 12, 13, 15, 19)",1.0
波次65,"(9, 2, 4, 7, 9, 11, 14, 15, 17)",1.0
波次65,"(9, 1, 5, 7, 8, 11, 12, 14, 16)",1.0
波次65,"(9, 1, 6, 15, 19)",2.0
波次65,"(9, 2, 3, 9, 11, 15, 17, 19)",1.0
波次65,"(9, 3, 4, 5, 7, 8, 11, 12, 14, 15)",1.0
波次65,"(9, 1, 2, 12, 15, 19)",1.0
波次65,"(9, 4, 5, 6, 8, 9, 12, 16, 17)",1.0
波次65,"(9, 1, 2, 6, 7, 12, 14, 16, 17)",1.0
波次65,"(9, 1, 3, 7, 8, 9, 12, 16, 17)",1.0
波次65,"(9, 2, 5, 8, 9, 11, 12, 13, 16, 17)",1.0
波次65,"(9, 1, 4, 5, 6, 7, 12, 14, 15)",1.0
波次65,"(9, 3, 4, 8, 13, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 4, 7, 11, 12, 13, 14, 15)",1.0
波次65,"(9, 1, 15, 16, 19)",1.0
波次65,"(9, 5, 6, 8, 11, 13, 15, 16, 17)",1.0
波次65,"(9, 4, 7, 9, 11, 12, 13, 14, 15, 17)",1.0
波次65,"(9, 1, 2, 3, 6, 7, 16, 19)",1.0
波次65,"(9, 1, 5, 7, 11, 12, 13, 15, 17)",1.0
波次65,"(9, 1, 2, 6, 15, 19)",2.0
波次65,"(9, 2, 4, 5, 7, 8, 11, 12, 14, 16)",1.0
波次65,"(9, 3, 4, 9, 12, 13, 16, 17, 19)",1.0
波次65,"(9, 4, 7, 12, 16, 17, 19)",1.0
波次65,"(9, 3, 5, 11, 12, 13, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 6, 14, 15, 16, 19)",1.0
波次65,"(9, 1, 2, 8, 12, 15, 17, 19)",1.0
波次65,"(9, 1, 2, 3, 4, 6, 7, 11, 15)",1.0
波次65,"(9, 3, 5, 6, 11, 15, 17, 19)",1.0
波次65,"(9, 4, 5, 7, 11, 12, 14, 15, 17)",1.0
波次65,"(9, 2, 6, 7, 9, 11, 12, 15, 16)",1.0
波次65,"(9, 1, 4, 6, 15, 19)",1.0
波次65,"(9, 1, 2, 3, 4, 5, 8, 11, 16)",1.0
波次65,"(9, 3, 4, 12, 13, 16, 19)",1.0
波次65,"(9, 5, 7, 8, 11, 12, 14, 15, 19)",1.0
波次65,"(9, 1, 3, 4, 6, 15, 17, 19)",1.0
波次65,"(9, 2, 3, 4, 9, 11, 13, 14, 15, 17)",1.0
波次65,"(9, 2, 3, 5, 8, 11, 12, 13, 16, 17)",1.0
波次65,"(9, 4, 6, 8, 11, 13, 14, 16, 17)",1.0
波次65,"(9, 1, 8, 9, 11, 14, 15, 16, 17)",1.0
波次65,"(9, 1, 2, 6, 13, 16, 19)",1.0
波次65,"(9, 1, 4, 6, 7, 15, 17, 19)",1.0
波次65,"(9, 2, 4, 9, 11, 12, 13, 14, 16)",1.0
波次65,"(9, 1, 6, 9, 15, 19)",1.0
波次65,"(9, 1, 2, 4, 12, 15, 19)",1.0
波次65,"(9, 1, 6, 8, 11, 15, 16, 19)",1.0
波次65,"(9, 1, 6, 11, 15, 19)",1.0
波次65,"(9, 2, 3, 9, 11, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 11, 13, 16, 17, 19)",1.0
波次65,"(9, 6, 8, 11, 12, 13, 16, 19)",1.0
波次65,"(9, 1, 2, 3, 8, 9, 14, 15, 17)",1.0
波次65,"(9, 1, 2, 5, 11, 13, 16, 19)",1.0
波次65,"(9, 1, 4, 9, 15, 16, 17, 19)",1.0
波次65,"(9, 3, 4, 9, 11, 15, 17, 19)",1.0
波次65,"(9, 1, 2, 4, 5, 13, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 3, 4, 7, 12, 15, 19)",1.0
波次65,"(9, 1, 2, 4, 11, 13, 15, 19)",1.0
波次65,"(9, 4, 7, 8, 11, 13, 14, 16, 17)",1.0
波次65,"(9, 1, 6, 8, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 6, 7, 11, 12, 14, 16, 17)",1.0
波次65,"(9, 2, 3, 4, 7, 11, 13, 15, 17)",1.0
波次65,"(9, 1, 2, 5, 6, 7, 11, 15, 17)",1.0
波次65,"(9, 1, 7, 9, 11, 12, 13, 14, 16)",1.0
波次65,"(9, 1, 4, 6, 11, 14, 15, 19)",1.0
波次65,"(9, 6, 8, 14, 15, 17, 19)",1.0
波次65,"(9, 1, 4, 6, 12, 15, 16, 19)",1.0
波次65,"(9, 3, 4, 8, 9, 12, 15, 19)",1.0
波次65,"(9, 2, 7, 9, 14, 16, 17, 19)",1.0
波次65,"(9, 1, 2, 5, 6, 11, 12, 13, 15)",1.0
波次65,"(9, 1, 4, 8, 11, 13, 14, 15, 17)",1.0
波次65,"(9, 1, 2, 3, 6, 9, 11, 12, 16)",1.0
波次65,"(9, 1, 2, 3, 5, 7, 9, 16, 17, 19)",1.0
波次65,"(9, 1, 2, 4, 5, 6, 9, 12, 16)",1.0
波次65,"(9, 1, 3, 4, 5, 9, 11, 14, 15, 16)",1.0
波次65,"(9, 2, 3, 5, 9, 11, 12, 13, 16, 17)",1.0
波次65,"(9, 2, 3, 4, 11, 12, 16, 19)",1.0
波次65,"(9, 1, 4, 6, 15, 17, 19)",1.0
波次65,"(9, 2, 4, 5, 6, 8, 14, 15, 17)",1.0
波次65,"(9, 3, 4, 5, 7, 8, 11, 15, 17)",1.0
波次65,"(9, 12, 15, 17, 19)",1.0
波次65,"(9, 1, 3, 4, 6, 7, 9, 11, 16, 17)",1.0
波次65,"(9, 1, 4, 7, 8, 9, 11, 16, 17)",1.0
波次65,"(9, 1, 5, 9, 12, 14, 16, 17, 19)",1.0
波次65,"(9, 1, 3, 4, 6, 8, 9, 12, 16)",1.0
波次65,"(9, 3, 4, 5, 7, 8, 11, 12, 13, 16)",1.0
波次65,"(9, 1, 2, 4, 6, 7, 9, 12, 15)",1.0
波次65,"(9, 2, 3, 5, 6, 16, 17, 19)",1.0
波次65,"(9, 1, 6, 9, 11, 12, 13, 15, 16)",1.0
波次65,"(9, 1, 2, 5, 15, 19)",1.0
波次65,"(9, 1, 2, 3, 5, 6, 16, 17, 19)",1.0
波次65,"(9, 2, 3, 4, 9, 12, 15, 16, 19)",1.0
波次65,"(9, 6, 7, 8, 9, 11, 12, 14, 15, 16)",1.0
波次65,"(9, 1, 7, 11, 14, 15, 16, 19)",1.0
波次65,"(9, 3, 5, 7, 11, 12, 13, 15, 16, 17)",1.0
波次65,"(9, 3, 5, 7, 8, 11, 12, 13, 16, 17)",1.0
波次65,"(9, 8, 9, 11, 12, 13, 14, 15, 16)",1.0
波次65,"(9, 1, 3, 4, 6, 9, 11, 12, 14, 16)",1.0
波次65,"(9, 2, 4, 5, 8, 14, 15, 19)",1.0
波次65,"(9, 1, 4, 6, 8, 11, 15, 19)",1.0
波次65,"(9, 1, 2, 3, 9, 12, 16, 19)",1.0
波次65,"(9, 2, 3, 6, 7, 12, 14, 16, 17)",1.0
波次65,"(9, 1, 3, 4, 11, 12, 15, 17, 19)",1.0
波次65,"(9, 4, 7, 11, 14, 16, 17, 19)",1.0
波次65,"(9, 1, 4, 5, 9, 11, 13, 16, 17)",1.0
波次65,"(9, 3, 4, 5, 9, 11, 14, 16, 17)",1.0
波次65,"(9, 5, 7, 9, 11, 12, 13, 15, 17)",1.0
波次65,"(9, 4, 7, 9, 11, 16, 17, 19)",1.0
波次65,"(9, 1, 4, 6, 9, 11, 13, 14, 16)",1.0
波次65,"(9, 3, 4, 9, 11, 13, 16, 19)",1.0
波次65,"(9, 1, 4, 8, 15, 16, 17, 19)",1.0
波次65,"(9, 2, 4, 5, 8, 12, 14, 16, 17)",1.0
波次65,"(9, 2, 7, 9, 11, 12, 14, 16, 17, 19)",1.0
波次65,"(9, 4, 7, 8, 14, 16, 17, 19)",1.0
波次65,"(9, 6, 12, 13, 14, 15, 16, 17, 19)",1.0
波次65,"(9, 2, 4, 5, 7, 8, 9, 11, 16, 17)",1.0
波次65,"(9, 3, 4, 9, 11, 16, 17, 19)",1.0
波次65,"(9, 1, 6, 11, 12, 13, 15, 16, 19)",1.0
波次65,"(9, 2, 4, 7, 8, 11, 12, 15, 17)",1.0
波次65,"(9, 1, 2, 3, 7, 9, 12, 16, 17)",1.0
波次65,"(9, 3, 4, 5, 16, 17, 19)",1.0
波次65,"(9, 1, 3, 4, 5, 8, 11, 14, 16)",1.0
波次65,"(9, 1, 3, 4, 5, 8, 12, 14, 16, 17)",1.0
波次65,"(9, 3, 4, 6, 11, 13, 15, 17, 19)",1.0
波次65,"(9, 2, 4, 5, 8, 13, 14, 15, 16, 17)",1.0
波次65,"(9, 1, 2, 6, 8, 12, 15, 19)",1.0
波次65,"(9, 1, 7, 11, 12, 14, 16, 19)",1.0
波次65,"(9, 3, 7, 11, 12, 14, 16, 17, 19)",1.0
波次65,"(9, 3, 9, 11, 12, 15, 16, 17, 19)",1.0
波次65,"(9, 2, 4, 11, 12, 16, 17, 19)",1.0
波次65,"(9, 1, 6, 8, 15, 19)",1.0
波次65,"(9, 1, 2, 6, 7, 9, 11, 15, 17)",1.0
波次65,"(9, 6, 7, 8, 11, 12, 13, 14, 15, 17)",1.0
波次65,"(9, 1, 4, 6, 8, 9, 11, 15, 19)",1.0
波次65,"(9, 1, 2, 4, 7, 13, 15, 19)",1.0
波次65,"(9, 1, 3, 4, 12, 14, 15, 19)",1.0
波次65,"(9, 1, 2, 4, 5, 14, 15, 19)",1.0
波次65,"(9, 1, 6, 8, 9, 12, 16, 17, 19)",1.0
波次65,"(9, 1, 6, 9, 11, 15, 19)",1.0
波次65,"(9, 1, 4, 5, 6, 9, 13, 15, 19)",1.0
波次65,"(9, 2, 3, 4, 5, 9, 11, 12, 15, 17)",1.0
波次65,"(9, 1, 2, 3, 5, 6, 11, 12, 16)",1.0
波次65,"(9, 3, 8, 12, 14, 15, 16, 17, 19)",1.0
波次65,"(9, 1, 3, 4, 7, 8, 9, 11, 15)",1.0
波次65,"(9, 4, 8, 12, 14, 15, 16, 19)",1.0
波次65,"(9, 1, 6, 15, 17, 19)",1.0
波次65,"(4, 2, 8, 12, 15)",4.0
波次65,"(4, 5, 8, 12, 16)",3.0
波次65,"(4, 4, 16, 19)",2.0
波次65,"(4, 8, 11, 12, 16)",4.0
波次65,"(4, 1, 3, 9, 15)",2.0
波次65,"(4, 2, 8, 12, 16)",5.0
波次65,"(4, 1, 15, 19)",11.0
波次65,"(4, 3, 14, 15, 17)",6.0
波次65,"(4, 2, 7, 15, 17)",1.0
波次65,"(4, 4, 11, 13, 15)",6.0
波次65,"(4, 3, 4, 14, 15)",1.0
波次65,"(4, 1, 9, 11, 16)",4.0
波次65,"(4, 2, 5, 15, 17)",3.0
波次65,"(4, 8, 11, 15, 17)",4.0
波次65,"(4, 1, 6, 15, 19)",1.0
波次65,"(4, 1, 2, 7, 15)",2.0
波次65,"(4, 4, 16, 17, 19)",1.0
波次65,"(4, 8, 11, 12, 15)",5.0
波次65,"(4, 1, 12, 15, 19)",3.0
波次65,"(4, 7, 8, 12, 15)",4.0
波次65,"(4, 5, 11, 12, 15)",2.0
波次65,"(4, 8, 14, 15, 17)",3.0
波次65,"(4, 3, 7, 15, 17)",1.0
波次65,"(4, 4, 15, 17, 19)",3.0
波次65,"(4, 11, 13, 15, 17)",4.0
波次65,"(4, 6, 12, 15, 19)",2.0
波次65,"(4, 8, 9, 12, 15)",3.0
波次65,"(4, 3, 6, 12, 15)",2.0
波次65,"(4, 1, 13, 15, 19)",1.0
波次65,"(4, 1, 2, 8, 15)",3.0
波次65,"(4, 4, 9, 11, 15)",4.0
波次65,"(4, 3, 12, 15, 19)",1.0
波次65,"(4, 2, 4, 5, 15)",3.0
波次65,"(4, 2, 7, 12, 15)",1.0
波次65,"(4, 3, 4, 8, 15)",1.0
波次65,"(4, 4, 5, 11, 15)",2.0
波次65,"(4, 1, 3, 14, 15)",3.0
波次65,"(4, 6, 8, 15, 17)",3.0
波次65,"(4, 5, 8, 12, 15)",1.0
波次65,"(4, 8, 11, 16, 17)",6.0
波次65,"(4, 11, 12, 16, 19)",1.0
波次65,"(4, 8, 9, 15, 17)",3.0
波次65,"(4, 4, 7, 11, 15)",2.0
波次65,"(4, 4, 8, 14, 15)",3.0
波次65,"(4, 3, 6, 15, 17)",2.0
波次65,"(4, 8, 12, 14, 15)",5.0
波次65,"(4, 1, 16, 17, 19)",1.0
波次65,"(4, 4, 8, 11, 15)",3.0
波次65,"(4, 2, 8, 15, 17)",1.0
波次65,"(4, 6, 11, 12, 15)",2.0
波次65,"(4, 4, 12, 15, 19)",1.0
波次65,"(4, 1, 9, 11, 15)",1.0
波次65,"(4, 3, 8, 12, 15)",3.0
波次65,"(4, 3, 5, 15, 17)",1.0
波次65,"(4, 1, 12, 16, 19)",2.0
波次65,"(4, 4, 9, 15, 19)",1.0
波次65,"(4, 2, 12, 15, 19)",1.0
波次65,"(4, 4, 6, 14, 15)",1.0
波次65,"(4, 2, 5, 12, 15)",1.0
波次65,"(4, 3, 8, 15, 17)",1.0
波次65,"(4, 2, 4, 8, 15)",2.0
波次65,"(4, 12, 16, 19)",1.0
波次65,"(4, 12, 14, 16, 19)",1.0
波次65,"(4, 15, 16, 17, 19)",1.0
波次65,"(4, 14, 16, 17, 19)",1.0
波次65,"(4, 3, 4, 6, 15)",1.0
波次65,"(4, 12, 15, 19)",2.0
波次65,"(4, 3, 15, 17, 19)",1.0
波次65,"(4, 1, 11, 15, 19)",1.0
波次65,"(4, 4, 13, 15, 19)",1.0
波次65,"(4, 12, 13, 16, 19)",1.0
波次65,"(4, 1, 7, 11, 15)",2.0
波次65,"(4, 11, 16, 17, 19)",1.0
波次65,"(4, 4, 15, 16, 19)",2.0
波次65,"(4, 9, 15, 17, 19)",1.0
波次65,"(4, 1, 15, 16, 19)",1.0
波次65,"(4, 1, 9, 15, 19)",1.0
波次65,"(2, 12, 16)",68.0
波次65,"(2, 4, 15)",21.0
波次66,"(9, 1, 2, 4, 12, 15, 16)",1.0
波次66,"(9, 1, 8, 12, 13, 16, 17)",1.0
波次66,"(9, 1, 3, 6, 11, 12, 15, 16)",1.0
波次66,"(9, 1, 2, 5, 6, 12, 14, 16, 17)",1.0
波次66,"(9, 1, 4, 8, 12, 13, 15, 16)",1.0
波次66,"(9, 1, 4, 5, 6, 12, 15, 17)",1.0
波次66,"(9, 1, 6, 11, 12, 15, 17)",2.0
波次66,"(9, 2, 4, 8, 12, 15, 17)",1.0
波次66,"(9, 4, 8, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 11, 15, 17)",1.0
波次66,"(9, 4, 11, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 6, 7, 12, 15, 17)",1.0
波次66,"(9, 1, 4, 6, 7, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 3, 6, 13, 15, 16, 17)",1.0
波次66,"(9, 1, 5, 8, 12, 14, 15, 17)",1.0
波次66,"(9, 1, 4, 5, 7, 15, 17)",1.0
波次66,"(9, 1, 4, 5, 9, 11, 14, 15, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 5, 7, 12, 15, 16)",1.0
波次66,"(9, 1, 12, 13, 14, 15, 16)",1.0
波次66,"(9, 1, 3, 4, 5, 6, 12, 16)",1.0
波次66,"(9, 3, 4, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 5, 6, 12, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 12, 16)",1.0
波次66,"(9, 1, 2, 8, 12, 13, 15, 16)",1.0
波次66,"(9, 1, 2, 4, 7, 8, 11, 12, 15, 17)",1.0
波次66,"(9, 3, 4, 11, 12, 13, 14, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 7, 8, 12, 16, 17)",1.0
波次66,"(9, 1, 4, 7, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 9, 15, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 9, 11, 12, 16)",1.0
波次66,"(9, 1, 4, 11, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 11, 14, 15, 17)",1.0
波次66,"(9, 1, 4, 6, 7, 11, 12, 15, 16)",1.0
波次66,"(9, 1, 6, 8, 12, 13, 14, 15, 17)",1.0
波次66,"(9, 1, 9, 11, 12, 14, 15, 17)",1.0
波次66,"(9, 1, 3, 5, 11, 12, 13, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 8, 16, 17)",1.0
波次66,"(9, 4, 12, 14, 16, 17)",1.0
波次66,"(9, 1, 3, 12, 14, 16, 17)",1.0
波次66,"(9, 1, 2, 3, 8, 12, 15, 17)",1.0
波次66,"(9, 1, 4, 9, 11, 12, 13, 16)",1.0
波次66,"(9, 1, 4, 6, 7, 12, 15)",1.0
波次66,"(9, 1, 6, 12, 14, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 7, 12, 16)",1.0
波次66,"(9, 1, 3, 4, 16, 17)",1.0
波次66,"(9, 4, 9, 12, 15, 17)",2.0
波次66,"(9, 1, 11, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 6, 9, 12, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 6, 9, 12, 15)",1.0
波次66,"(9, 1, 2, 13, 15, 16, 17)",1.0
波次66,"(9, 4, 9, 11, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 15, 17)",2.0
波次66,"(9, 1, 4, 7, 8, 12, 15, 16)",1.0
波次66,"(9, 2, 4, 9, 11, 12, 16, 17)",1.0
波次66,"(9, 1, 2, 6, 12, 16, 17)",2.0
波次66,"(9, 1, 2, 4, 9, 13, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 6, 8, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 11, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 12, 13, 16)",1.0
波次66,"(9, 1, 2, 4, 7, 9, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 12, 15, 17)",1.0
波次66,"(9, 1, 3, 4, 9, 16, 17)",1.0
波次66,"(9, 2, 4, 9, 12, 15, 17)",1.0
波次66,"(9, 1, 4, 8, 11, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 7, 8, 12, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 5, 12, 15)",1.0
波次66,"(9, 1, 2, 4, 13, 14, 15, 16, 17)",1.0
波次66,"(9, 2, 4, 6, 8, 12, 15, 17)",1.0
波次66,"(9, 4, 7, 9, 11, 12, 15, 16, 17)",1.0
波次66,"(9, 2, 4, 11, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 12, 13, 16)",1.0
波次66,"(9, 1, 3, 4, 6, 7, 12, 15, 16)",1.0
波次66,"(9, 1, 8, 9, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 9, 12, 15, 17)",2.0
波次66,"(9, 1, 2, 4, 7, 11, 12, 16)",1.0
波次66,"(9, 1, 3, 4, 6, 11, 12, 15, 16)",1.0
波次66,"(9, 1, 2, 4, 8, 9, 11, 15, 16, 17)",1.0
波次66,"(9, 2, 4, 12, 14, 16, 17)",1.0
波次66,"(9, 1, 4, 8, 12, 13, 15, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 7, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 8, 11, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 9, 12, 14, 15)",1.0
波次66,"(9, 1, 2, 4, 11, 12, 14, 15)",1.0
波次66,"(9, 2, 4, 8, 11, 12, 16, 17)",1.0
波次66,"(9, 1, 2, 6, 11, 15, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 6, 8, 11, 12, 16)",1.0
波次66,"(9, 1, 2, 4, 12, 14, 16)",2.0
波次66,"(9, 1, 4, 7, 12, 14, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 7, 12, 13, 16)",1.0
波次66,"(9, 1, 4, 8, 9, 12, 15)",1.0
波次66,"(9, 4, 5, 7, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 11, 13, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 6, 7, 12, 16, 17)",1.0
波次66,"(9, 3, 4, 9, 12, 13, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 8, 9, 16, 17)",2.0
波次66,"(9, 1, 2, 4, 8, 12, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 6, 11, 16, 17)",1.0
波次66,"(9, 1, 2, 6, 8, 11, 12, 15, 17)",1.0
波次66,"(9, 2, 4, 7, 12, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 11, 12, 16, 17)",1.0
波次66,"(9, 2, 4, 7, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 14, 16, 17)",1.0
波次66,"(9, 2, 4, 5, 8, 12, 15, 17)",1.0
波次66,"(9, 1, 2, 3, 4, 9, 12, 13, 16)",1.0
波次66,"(9, 1, 6, 12, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 6, 16, 17)",1.0
波次66,"(9, 1, 5, 8, 12, 13, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 14, 16, 17)",1.0
波次66,"(9, 3, 4, 5, 8, 11, 12, 16, 17)",1.0
波次66,"(9, 3, 4, 7, 11, 12, 16, 17)",1.0
波次66,"(9, 1, 3, 4, 8, 9, 11, 12, 16, 17)",2.0
波次66,"(9, 4, 12, 14, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 7, 12, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 7, 12, 14, 15, 17)",1.0
波次66,"(9, 1, 4, 5, 16, 17)",1.0
波次66,"(9, 1, 4, 8, 12, 16)",1.0
波次66,"(9, 1, 4, 5, 11, 16, 17)",1.0
波次66,"(9, 1, 4, 5, 6, 13, 16, 17)",1.0
波次66,"(9, 1, 2, 6, 9, 12, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 8, 11, 15, 17)",1.0
波次66,"(9, 1, 2, 4, 9, 12, 15)",1.0
波次66,"(9, 1, 2, 4, 9, 14, 15, 16, 17)",1.0
波次66,"(9, 2, 4, 5, 11, 12, 13, 15, 16, 17)",1.0
波次66,"(9, 1, 2, 4, 11, 14, 16, 17)",1.0
波次66,"(9, 1, 4, 8, 13, 16, 17)",1.0
波次66,"(9, 1, 4, 6, 9, 12, 14, 15)",1.0
波次66,"(9, 1, 4, 6, 7, 12, 16, 17)",1.0
